fold,model,segment,mae,rmse,median_ae,r2,rmsle,wape,mean_error,negative_prediction_n
fold_2,ols_log_zip_9,above_training_p99,1179975.9183838752,1352633.3009367997,1008283.3318497727,0.31161959848244514,0.7664691816509593,0.37774773893377167,-1126442.3060157786,0
fold_2,ols_log_zip_9,at_or_below_training_p90,79125.18454036023,117535.48824102127,53476.627970132016,0.5680978795726004,0.2597606051983806,0.16988565873013578,-1447.8668284856333,0
fold_2,ols_raw_zip_9,above_training_p90,233616.37785728168,305618.83897192066,186495.29862727877,-0.30635297313017285,0.2846181472795083,0.19589125595262386,-166145.43261196685,0
fold_2,ols_raw_zip_9,above_training_p99,1425973.129255478,1837274.6047458763,943214.813831608,-0.2700373439584771,0.7450434914712122,0.45649925304774996,-1425973.129255478,0
fold_2,ols_raw_zip_9,at_or_below_training_p90,94522.68494830737,134895.06531824896,67906.51867656547,0.4310954197115078,0.3364147202305211,0.20294484860497716,19284.595219921433,0
fold_2,random_forest_log_9,above_training_p90,300697.70655479445,369258.7746794479,243088.60854293196,-0.9070494013242067,0.34594985740917117,0.252140076562086,-267062.41917113325,0
fold_2,random_forest_log_9,above_training_p99,1820011.0688628533,2286609.9000538434,1327451.4684284062,-0.9672180732219571,0.9429684143926381,0.5826433026184162,-1820011.0688628533,0
fold_2,random_forest_log_9,at_or_below_training_p90,87490.4544251477,121718.2138646937,65077.4042272057,0.5368107768361525,0.2698495686224986,0.18784630416923223,-5199.924785041554,0
fold_2,ridge_log_both_9,above_training_p90,229507.35759346743,314632.44776388316,177555.62549929833,-0.3845457567030679,0.2933526710949076,0.19244577345864783,-186808.69665985004,0
fold_2,ridge_log_both_9,above_training_p99,1095269.5670214274,1337898.0275089822,798511.5663082015,0.3265360183404048,0.7104040529289273,0.35063054764030954,-1095269.5670214274,0
fold_2,ridge_log_both_9,at_or_below_training_p90,69985.37409772456,102446.24179511095,48969.95129904212,0.67187496508162,0.22714296853124502,0.15026203665916643,-3648.819611552877,0
fold_2,ridge_log_both_full12,above_training_p90,229188.14785947584,316190.03946032294,180090.12667672266,-0.3982881092156274,0.29440789965188485,0.19217811073620752,-185641.73696924586,0
fold_2,ridge_log_both_full12,above_training_p99,1092008.9141594768,1338094.4553438458,790930.6304341925,0.3263382502293328,0.7044742930993361,0.34958670917982904,-1092008.9141594768,0
fold_2,ridge_log_both_full12,at_or_below_training_p90,70435.8362205748,102618.65799055017,49006.499997816965,0.6707695721260987,0.2275862144347267,0.15122920096870876,-3435.9507684267505,0
fold_2,size_only_log,above_training_p90,454416.41886243335,517166.3913736043,419622.89456522174,-2.740768935654758,0.5251325307650612,0.38103579823002154,-448702.8381335727,0
fold_2,size_only_log,above_training_p99,2060612.823988316,2448764.916984505,1649447.0496008652,-1.2561217685447792,1.151061792696253,0.659667560119045,-2060612.823988316,0
fold_2,size_only_log,at_or_below_training_p90,124247.06331820987,153482.81487128147,107027.60379591765,0.2635100653081879,0.36760723664653533,0.26676454936205923,2727.6375548529127,0
fold_2,size_only_raw,above_training_p90,370719.4482549318,435894.8212054314,320372.58249948244,-1.6574415036688146,0.4226625797474256,0.3108544828525976,-337902.7873707654,0
fold_2,size_only_raw,above_training_p99,1807682.1855474752,2173927.126211546,1540620.671718862,-0.7781087132919728,1.002486127737544,0.5786964358024045,-1807682.1855474752,0
fold_2,size_only_raw,at_or_below_training_p90,135868.72035704268,170736.6439751396,110132.84462325176,0.08861728838413518,0.39051660881238237,0.29171681801137594,40050.19283560801,0
fold_3,dummy_mean,above_training_p90,619477.0295891324,677004.4511195255,525389.172016317,-5.145282069273473,0.7680840986609667,0.5330724570885695,-619477.0295891324,0
fold_3,dummy_mean,above_training_p99,3049835.0053496496,4233206.283417304,1890564.172016317,-1.0792421376385328,1.7863311880661696,0.8489578261837813,-3049835.0053496496,0
fold_3,dummy_mean,at_or_below_training_p90,172826.47621857747,200875.81925603832,169610.82798368298,-0.22252463072164907,0.48843168187264574,0.3782510584097457,85701.39607044605,0
fold_3,dummy_median,above_training_p90,697287.8575728155,748861.5312362907,603200.0,-6.519029988189117,0.9176085615529773,0.6000302412841656,-697287.8575728155,0
fold_3,dummy_median,above_training_p99,3127645.8333333335,4289604.916175265,1968375.0,-1.135014321113355,1.9350430024416847,0.8706173950662676,-3127645.8333333335,0
fold_3,dummy_median,at_or_below_training_p90,152251.10761957732,181847.81147457604,136377.0,-0.0018863350701878723,0.4285039136430463,0.3332194456613635,7890.568086763071,0
fold_3,elastic_log_both_9,above_training_p90,232268.8850373556,315838.0314127363,180653.16519738093,-0.33748100204745946,0.28230571964625206,0.19987205229257102,-163764.510652117,0
fold_3,elastic_log_both_9,above_training_p99,1669882.6040293423,3632418.3090485497,527600.9252632882,-0.5309391029852739,0.9361464398584584,0.46483167220921,-1665669.6765776405,0
fold_3,elastic_log_both_9,at_or_below_training_p90,65830.64090164116,112365.38710669667,43176.375264550385,0.6174683265314984,0.21010776091020447,0.14407809579676575,2184.9056394348304,0
fold_3,extra_trees_log_9,above_training_p90,286265.8226282167,370971.7382036074,232484.5991049792,-0.8451871591067921,0.3442912422231625,0.24633750431410867,-218444.71652027202,0
fold_3,extra_trees_log_9,above_training_p99,1918280.5805683173,3705310.5686995285,994708.1129860404,-0.5929987467359101,0.9968252726325948,0.5339762016086953,-1918280.5805683173,0
fold_3,extra_trees_log_9,at_or_below_training_p90,69393.27253694495,102899.86914026928,46148.036255562445,0.6792017867695778,0.22077540645356653,0.15187533390670324,5486.553771124915,0
fold_3,gradient_boosting_log_9,above_training_p90,447967.0751102754,514169.0082101361,395242.26183567534,-2.5446271962529967,0.5338043117751737,0.38548468791844864,-447967.0751102754,0
fold_3,gradient_boosting_log_9,above_training_p99,2727231.563046176,4081113.753835757,1547059.285807964,-0.9325182504542642,1.418455038583138,0.7591573233313449,-2727231.563046176,0
fold_3,gradient_boosting_log_9,at_or_below_training_p90,103315.8454453404,127232.80806192003,92217.01278984547,0.5095434709287636,0.30016080365225756,0.22611887220782778,4805.723548858373,0
fold_3,hist_gradient_boosting_log_9,above_training_p90,273232.7431321218,348261.5874808174,222257.8194305317,-0.6261849011538667,0.33764524344477886,0.23512227698756524,-241907.37074539866,0
fold_3,hist_gradient_boosting_log_9,above_training_p99,2195905.8184964485,3822823.7030436387,1136955.0550268686,-0.6956442599268371,1.0790901634837924,0.6112564866312616,-2195905.8184964485,0
fold_3,hist_gradient_boosting_log_9,at_or_below_training_p90,71905.62119908837,105667.48297187881,50573.05691970169,0.6617132241772006,0.21817806990860836,0.15737390427243933,1202.00816562219,0
fold_3,huber_log_both_9,above_training_p90,223790.1683477593,304646.6593888878,177098.95896453247,-0.24437596501718595,0.26826219454775907,0.1925759458627996,-141738.90055861944,0
fold_3,huber_log_both_9,above_training_p99,1632392.855737375,3623981.028474433,506600.0078537648,-0.5238353169812824,0.9260124250412426,0.45439595514310704,-1613944.9035451233,0
fold_3,huber_log_both_9,at_or_below_training_p90,64554.52389378917,117225.00550508023,40124.55412233574,0.5836650985775217,0.20792803789848804,0.14128516372156552,7762.551148543739,0
